name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,name2,five_utr_len,cds_len,three_utr_len,total_exonic_len,is_ncrna
NM_018854,chr11,+,78349862,78355234,78352337,78354944,Ift20,447,399,290,1136,False
NM_009725,chr3,-,105745615,105762181,105745903,105762105,Atp5pb,76,771,288,1135,False
NM_025570,chr4,+,155176986,155182940,155177764,155182761,Mrpl20,501,450,179,1130,False
NM_001039534,chr7,+,138514659,138531352,138514687,138531331,Pstk,28,1080,21,1129,False
NM_025878,chr17,-,36047324,36053385,36047611,36053308,Mrps18b,77,765,287,1129,False
NM_001081668,chrX,-,136542211,136597107,136542313,136573643,Nup62cl,207,819,102,1128,False
NM_026053,chr17,+,80623790,80627837,80624979,80627453,Gemin6,239,501,384,1124,False
NM_025606,chr19,+,11844904,11849436,11844959,11849123,Mrpl16,55,756,313,1124,False
NM_019749,chr11,+,69804871,69808451,69805214,69808026,Gabarap,343,354,425,1122,False
NM_007926,chr3,-,132323461,132346843,132323538,132346758,Aimp1,85,960,77,1122,False
NM_025277,chr4,+,59048027,59054771,59048109,59052224,Gng10,82,207,831,1120,False
NM_008799,chr17,-,15658538,15664265,15658598,15664237,Pdcd2,28,1032,60,1120,False
NM_025323,chr12,+,4824413,4834465,4824595,4833909,Sf3b6,182,378,556,1116,False
NM_175016,chr5,-,114573934,114578227,114573956,114577748,Alkbh2,373,720,22,1115,False
NM_025465,chr8,-,69000241,69010429,69000573,69010313,Tma16,116,666,332,1114,False
NM_027644,chr17,-,23973751,23981123,23973875,23981104,Prss41,19,969,124,1112,False
NM_026623,chr8,-,96543302,96560939,96543582,96560792,Nudt21,147,684,280,1111,False
NM_001001181,chr18,+,75165492,75169589,75168327,75168997,BC031181,299,219,592,1110,False
NM_183086,chr17,+,47506145,47515628,47509531,47515234,Mrps10,233,483,394,1110,False
NM_018799,chr4,-,129269217,129277892,129269296,129277840,Eif3i,52,978,79,1109,False
NM_026758,chr8,-,120315536,120325874,120316085,120325802,Mphosph6,72,486,549,1107,False
NM_026968,chr2,+,157193329,157222499,157204840,157221753,Manbal,103,258,746,1107,False
NM_021710,chr12,+,52791952,52839920,52817999,52839668,Ap4s1,420,435,252,1107,False
NM_027257,chr10,-,127838450,127846906,127838779,127846381,Nabp2,138,639,329,1106,False
NM_207161,chr17,+,46633737,46636567,46633758,46636004,Dnph1,21,522,563,1106,False
NM_028314,chr12,-,56146647,56181097,56146813,56181064,2700097O09Rik,33,906,166,1105,False
NM_206924,chr3,+,90035518,90039762,90035879,90039461,Jtb,361,441,301,1103,False
NM_029832,chr2,-,130479818,130490381,130479891,130490301,Ddrgk1,80,948,73,1101,False
NM_025654,chr11,+,101489262,101497395,101489282,101497163,Rdm1,20,846,232,1098,False
NM_008193,chr11,-,58997356,59005454,58997653,59005313,Guk1,141,660,297,1098,False
NM_175287,chr4,+,153331345,153336033,153331416,153335700,A430005L14Rik,71,693,333,1097,False
NM_011966,chr9,+,54798665,54805837,54799912,54805596,Psma4,69,786,241,1096,False
NM_025569,chr1,-,169302097,169323972,169302633,169308539,Mgst3,98,462,536,1096,False
NM_198645,chr16,+,36071745,36092204,36072172,36091970,Ccdc58,427,435,234,1096,False
NM_133937,chr6,+,113554765,113566945,113554772,113566085,Brk1,7,228,860,1095,False
NM_012002,chr5,+,138602329,138605212,138602340,138605104,Cops6,11,975,108,1094,False
NM_013604,chr3,-,89013002,89017829,89013128,89017815,Mtx1,14,954,126,1094,False
NM_024173,chr4,+,63205798,63211735,63205951,63211152,Atp6v1g1,153,357,583,1093,False
NM_153580,chr7,-,133995946,134004977,133996283,134004841,Ino80e,136,618,337,1091,False
NM_010023,chr17,+,24563627,24576261,24563647,24576060,Eci1,20,870,201,1091,False
NM_017404,chr16,-,84718525,84735489,84718578,84735462,Mrpl39,27,1011,53,1091,False
NM_133662,chr17,+,35958657,35959856,35958663,35959255,Ier3,6,483,601,1090,False
NM_145455,chr13,-,99079851,99086922,99080109,99086705,Btf3,217,615,258,1090,False
NM_134138,chr18,+,67801240,67813834,67801332,67813632,Psmg2,92,795,202,1089,False
NM_025596,chr13,+,55423415,55426633,55423550,55426333,Prelid1,135,654,300,1089,False
NM_013522,chr8,-,42482807,42502472,42482961,42502315,Frg1,157,777,154,1088,False
NM_027014,chr2,+,150735329,150757016,150735454,150756645,Gins1,125,591,371,1087,False
NM_001101598,chr7,+,4828654,4847318,4842794,4847002,Isoc2a,150,621,316,1087,False
NM_008210,chr1,-,182732690,182743736,182733207,182742057,H3f3a,158,411,517,1086,False
NM_028303,chrX,-,97818209,97821280,97818731,97820713,Pdzd11,139,423,522,1084,False
NM_001163427,chr6,-,85396778,85401296,85397170,85401173,Pradc1,123,567,392,1082,False
NM_007620,chr16,+,93608081,93610594,93608210,93610476,Cbr1,129,834,118,1081,False
NM_153561,chr3,-,37303903,37318518,37304018,37318492,Nudt6,26,939,115,1080,False
NM_001085493,chr4,-,10978194,11003352,10978243,11003323,Ndufaf6,29,1002,49,1080,False
NM_145466,chr14,-,123290081,123312387,123290573,123291023,Ggact,137,450,492,1079,False
NM_025602,chr10,+,105278534,105284566,105278557,105284234,Ccdc59,23,723,332,1078,False
NM_133223,chr11,+,120582781,120585283,120582920,120584923,Rac3,139,579,360,1078,False
NM_025928,chr3,-,88198059,88214319,88198438,88214229,Pmf1,90,609,379,1078,False
NM_010784,chr2,-,91769961,91772454,91770246,91771604,Mdk,369,423,285,1077,False
NM_024233,chr9,-,48276616,48288716,48276921,48288658,Rexo2,58,714,305,1077,False
NM_028095,chr7,-,140019143,140044330,140019446,140044291,Eef1akmt2,39,735,303,1077,False
NM_181548,chrX,-,7501401,7505733,7501617,7502301,Eras,177,684,216,1077,False
NM_026027,chr18,-,36563332,36614149,36564030,36614139,Pfdn1,10,369,698,1077,False
NM_029410,chr7,-,52246591,52252949,52246773,52252354,Bcl2l12,125,768,182,1075,False
NM_001110159,chr2,+,148498376,148501762,148501076,148501499,Nxt1,389,423,263,1075,False
NM_008753,chr10,+,80289400,80292035,80289504,80291749,Oaz1,104,685,286,1075,False
NM_001122851,chr9,+,98886791,98902438,98891346,98902123,Faim,153,606,315,1074,False
NR_015551,chr12,+,3235790,3250374,3250374,3250374,Rab10os,0,0,1073,1073,True
NM_148934,chr10,+,79132183,79138872,79132190,79138682,Tpgs1,7,876,190,1073,False
NM_133749,chr2,+,112295181,112307593,112295224,112307290,Emc7,43,726,303,1072,False
NM_007480,chr6,+,28373603,28376602,28373688,28376158,Arf5,85,543,444,1072,False
NM_016750,chr3,+,137527450,137529886,137527657,137529411,H2az1,207,387,475,1069,False
NM_026304,chr7,-,97067194,97089714,97067462,97089508,Hikeshi,206,594,268,1068,False
NM_016876,chr9,-,20698792,20703034,20698870,20703007,Eif3g,27,963,78,1068,False
NM_145573,chr6,+,146991291,147019424,146991316,147019345,Mrps35,25,963,79,1067,False
NM_030677,chr12,-,77893321,77896541,77893636,77896362,Gpx2,179,573,315,1067,False
NM_026902,chrX,+,35953647,35966701,35953944,35966479,Mcts1,297,546,222,1065,False
NM_024227,chr17,+,26260447,26263558,26260506,26263326,Mrpl28,59,774,232,1065,False
NM_007951,chr12,-,81735007,81745098,81735411,81744753,Erh,345,315,404,1064,False
NM_025513,chr4,-,45329484,45333488,45329698,45333463,Exosc3,25,825,214,1064,False
NM_021538,chr8,+,72826665,72836901,72826705,72836805,Cope,40,927,96,1063,False
NR_033625,chr5,+,148230195,148234620,148234620,148234620,D5Ertd605e,0,0,1062,1062,True
NM_025509,chr3,-,130398834,130412362,130399377,130412293,Ostc,69,450,543,1062,False
NM_198622,chr6,-,87930414,87931476,87930783,87931350,H1f10,126,567,369,1062,False
NM_026511,chr12,+,112951479,112972435,112951503,112971977,Coa8,24,579,458,1061,False
NM_016892,chr19,-,4825365,4839322,4825510,4839235,Ccs,87,825,145,1057,False
NM_001164625,chr15,-,85637401,85642127,85637833,85639754,Cdpf1,265,360,432,1057,False
NM_026787,chrX,+,67639087,67642591,67641088,67642267,Eola1,259,474,324,1057,False
NM_029354,chr16,-,15848533,15863462,15848664,15863016,Mzt2,446,480,131,1057,False
NM_007484,chr3,+,104591951,104597377,104594814,104596961,Rhoc,58,582,416,1056,False
NM_001177965,chrX,-,71162208,71167283,71162418,71167115,Naa10,168,678,210,1056,False
NM_007684,chr13,+,81922245,81936153,81922339,81935696,Cetn3,94,504,457,1055,False
NM_010922,chr16,-,18872110,18876730,18872430,18876616,Mrpl40,114,621,320,1055,False
NM_025495,chr13,-,49559427,49748100,49559578,49748058,Cenpp,42,861,151,1054,False
NM_029384,chr7,-,4736386,4741162,4740613,4741144,Tmem238,18,531,502,1051,False
NM_011220,chr9,-,50329721,50336761,50330317,50336741,Pts,20,435,596,1051,False
NM_010270,chr6,-,39751806,39760935,39752437,39755584,Mrps33,99,321,631,1051,False
NM_026124,chr2,+,156688857,156699298,156689039,156698820,Rab5if,182,390,478,1050,False
NM_026070,chr10,+,87663841,87708903,87663986,87708585,Washc3,145,585,318,1048,False
NM_013536,chr6,-,124654387,124662196,124654562,124662061,Emg1,135,735,175,1045,False
NM_025735,chr2,+,155102099,155103809,155102342,155103373,Map1lc3a,243,366,436,1045,False
NM_008160,chr9,+,108241410,108242673,108241643,108242467,Gpx1,233,606,206,1045,False
NM_019537,chr16,-,96201539,96212567,96201643,96212497,Psmg1,70,870,104,1044,False
NM_026498,chr7,+,85928016,85937874,85928244,85937635,Mrps11,228,576,239,1043,False
NM_028865,chr11,+,116704828,116711054,116704920,116710869,Mettl23,92,762,185,1039,False
NM_025380,chr13,-,38737559,38750897,38738038,38750862,Eef1e1,35,525,479,1039,False
NM_178856,chr8,-,123105165,123112975,123105585,123112915,Gins2,60,558,420,1038,False
NM_001081188,chr9,+,123022348,123045247,123022383,123045121,Exosc7,35,876,126,1037,False
NM_011185,chr17,-,15612684,15635240,15612983,15635226,Psmb1,14,723,299,1036,False
NM_008946,chr11,+,70338858,70341360,70338898,70341081,Psmb6,40,717,279,1036,False
NM_028448,chr11,-,62338445,62352763,62338664,62352707,Cenpv,56,759,219,1034,False
NM_020616,chr7,+,116847191,116855697,116847465,116855407,Akip1,105,639,290,1034,False
NM_026529,chr18,+,24629371,24636268,24629404,24635923,2700062C07Rik,33,654,345,1032,False
NM_007931,chr2,+,30027043,30029589,30027094,30029493,Endog,51,885,96,1032,False
NM_008183,chr3,-,107784619,107789338,107784966,107789311,Gstm2,27,657,347,1031,False
NM_025302,chr17,+,46783177,46787081,46783251,46787045,Mrpl2,74,921,36,1031,False
NM_138586,chr7,+,26444171,26453051,26444254,26452811,Exosc5,83,708,240,1031,False
NM_023331,chr7,-,85920226,85927975,85920342,85927914,Mrpl46,61,852,116,1029,False
NM_144870,chr19,-,3908862,3912774,3908942,3911746,Ndufs8,308,639,80,1027,False
NM_172259,chr10,-,127931212,127935741,127931510,127934427,Myl6b,104,624,298,1026,False
NM_025551,chr10,+,93661779,93684183,93661789,93683606,Ndufa12,10,438,577,1025,False
NM_030252,chr4,+,126921027,126925053,126924151,126924430,Smim12,120,279,623,1022,False
NM_001037741,chr10,+,79516755,79519184,79516793,79518963,Gpx4,38,762,221,1021,False
NM_008993,chr5,-,110703304,110715187,110703578,110715024,Pxmp2,163,582,274,1019,False
NM_019953,chr10,+,127759514,127764243,127760410,127764117,Cnpy2,342,549,126,1017,False
NM_026080,chr11,-,5603984,5607704,5604451,5607665,Mrps24,39,504,467,1010,False
NM_008705,chr11,-,93811127,93817570,93811242,93816934,Nme2,435,459,115,1009,False
NM_013935,chr2,-,13948457,13977662,13948550,13977494,Hacd1,168,747,93,1008,False
NM_025554,chr10,-,79498697,79502404,79499277,79502384,Polr2e,20,633,355,1008,False
NM_026631,chr11,+,51433274,51437220,51433319,51436719,Nhp2,45,462,501,1008,False
NM_139139,chr2,-,118998235,119034531,118998301,119034501,Dnajc17,30,912,66,1008,False
NM_001105667,chr1,-,95689152,95698511,95689409,95698404,Dtymk,107,639,257,1003,False
NM_008637,chr5,+,140807813,140814091,140810421,140813719,Nudt1,160,471,372,1003,False
NM_008819,chr11,-,59784115,59850507,59784319,59845307,Pemt,199,600,204,1003,False
NM_028419,chr12,+,106270827,106279121,106270909,106278660,Glrx5,82,459,461,1002,False
NM_025379,chrX,+,103211038,103217789,103211169,103217162,Cox7b,131,243,627,1001,False
NM_025316,chr3,+,32635984,32650481,32636003,32650071,Ndufb5,19,570,410,999,False
NM_024176,chr19,-,5422803,5424979,5422919,5424714,Drap1,265,618,116,999,False
NM_025536,chr15,+,76730370,76731727,76730834,76731509,Commd5,105,675,218,998,False
NM_172252,chr19,+,3283041,3292837,3283071,3292521,Mrpl21,30,651,316,997,False
NM_011968,chr12,+,56499811,56519446,56499902,56519281,Psma6,91,741,165,997,False
NM_033617,chr4,-,117556934,117559934,117557219,117559841,Atp6v0b,93,618,285,996,False
NM_001033954,chr7,-,121774991,121779871,121775953,121778726,Calca,155,387,452,994,False
NM_008287,chr15,-,34413776,34425001,34414233,34424872,Rida,129,408,457,994,False
NM_024464,chr16,-,32084501,32099813,32084568,32099655,Pigx,158,765,67,990,False
NM_025931,chr15,-,77989889,78004511,77990039,78004232,Ift27,279,561,150,990,False
NM_026398,chr5,+,115685859,115690979,115688058,115690760,Pop5,260,510,219,989,False
NM_008704,chr11,-,93820238,93829586,93820709,93827247,Nme1,56,459,471,986,False
NM_023516,chr6,+,29222625,29225449,29224705,29224900,Hilpda,241,195,549,985,False
NM_016764,chrX,-,151758460,151773003,151758520,151772905,Prdx4,98,825,60,983,False
NR_015522,chr13,+,3477477,3493967,3493967,3493967,2810429I04Rik,0,0,981,981,True
NM_007918,chr8,+,28370798,28386128,28370880,28385583,Eif4ebp1,82,354,545,981,False
NM_023065,chr8,-,73286671,73290562,73286873,73290530,Ifi30,32,747,202,981,False
NM_027204,chr11,+,120345950,120350068,120346005,120349748,Mrpl12,55,606,320,981,False
NM_008838,chr17,-,87396598,87424741,87396793,87423232,Pigf,125,660,195,980,False
NM_026693,chr8,+,114464602,114476815,114464718,114476305,Gabarapl2,116,354,510,980,False
NM_011189,chr14,+,56197330,56200364,56197411,56200218,Psme1,81,750,146,977,False
NM_020567,chr13,-,24843713,24853806,24843937,24852079,Gmnn,132,621,224,977,False
NM_024461,chr3,+,122627314,122629112,122627377,122628397,1810037I17Rik,63,198,715,976,False
NM_027106,chr19,-,42197764,42203483,42198178,42199506,Avpi1,133,429,414,976,False
NM_009964,chr9,+,50561075,50564740,50561381,50564600,Cryab,306,528,140,974,False
NM_008949,chr11,-,100953454,100956749,100953713,100956690,Psmc3ip,59,654,259,972,False
NM_010738,chr15,-,74825306,74828461,74825691,74828034,Ly6a,181,405,385,971,False
NM_029280,chr2,-,69709251,69723672,69709334,69723414,Mettl5,258,630,83,971,False
NM_027855,chr5,+,31351012,31357006,31351045,31356740,Atraid,33,672,266,971,False
NM_027457,chr17,-,5410863,5440260,5411368,5440217,Tmem242,43,423,505,971,False
NM_009975,chr17,-,35253139,35258237,35253279,35257461,Csnk2b,182,648,140,970,False
NM_011187,chr2,-,38443565,38499426,38443696,38499422,Psmb7,4,834,131,969,False
NM_016890,chr4,-,41661829,41670195,41662201,41670162,Dctn3,33,561,372,966,False
NM_134007,chr10,-,70793241,70807597,70793784,70807502,Cisd1,95,327,543,965,False
NM_009746,chr7,-,134848491,134852280,134848563,134852041,Bcl7c,239,654,72,965,False
NM_026330,chr7,-,132611157,132634957,132611277,132629987,Nsmce1,42,801,120,963,False
NM_018772,chr5,+,145016093,145025442,145016246,145025010,Bri3,153,378,432,963,False
NM_207207,chr2,+,130389492,130391130,130389514,130390793,Mrps26,22,603,337,962,False
NM_011149,chr9,+,65907975,65914436,65908072,65914224,Ppib,97,651,212,960,False
NM_026310,chr17,-,13104220,13108957,13104543,13108864,Mrpl18,93,543,323,959,False
NM_025471,chr4,-,34715918,34725615,34716237,34718641,Smim8,345,294,319,958,False
NM_010357,chr9,+,78039772,78057156,78046096,78056986,Gsta4,119,669,170,958,False
NM_019946,chr6,+,138089047,138105275,138096210,138104899,Mgst1,111,468,376,955,False
NM_183170,chr8,-,73282547,73284820,73282884,73284805,Mpv17l2,15,603,337,955,False
NM_001170591,chr6,+,86959829,86978455,86959894,86978336,Nfu1,65,771,119,955,False
NM_028260,chr2,+,105744794,105805715,105770904,105805489,Immp1l,228,501,226,955,False
NM_001145433,chr5,+,53658344,53669779,53658482,53669173,Smim20,138,210,606,954,False
NM_027242,chr5,+,138220131,138221335,138220221,138221255,Ppp1r35,90,783,80,953,False
NM_010634,chr3,+,10012584,10016610,10012639,10016120,Fabp5,55,408,490,953,False
NM_011969,chr2,-,179771071,179777169,179771185,179777078,Psma7,91,747,114,952,False
NM_025999,chr7,-,117960048,117987895,117960213,117980733,Rnf141,94,693,165,952,False
NM_001177775,chr10,+,21993279,22008654,22003293,22008555,H60b,96,756,99,951,False
NM_001163243,chr5,+,137429144,137442104,137429436,137441884,Fis1,292,438,220,950,False
NM_026591,chr3,+,87723465,87727355,87725787,87727268,Mrpl24,211,651,87,949,False
NM_008945,chr3,-,94688245,94690880,94688349,94690830,Psmb4,50,795,104,949,False
NM_026688,chr2,-,90734783,90744878,90734866,90744804,Ndufs3,74,792,83,949,False
NM_023371,chr9,+,20456561,20468156,20456583,20467728,Pin1,22,498,428,948,False
NM_026035,chr11,+,59015987,59019640,59017734,59019309,Mrpl55,232,384,331,947,False
NM_008944,chr13,+,14705508,14717940,14705541,14717732,Psma2,33,705,208,946,False
NM_198027,chr7,+,31093771,31099322,31094524,31099201,Alkbh6,107,717,121,945,False
NM_013902,chr12,-,66163418,66174925,66163672,66174909,Fkbp3,16,675,254,945,False
NM_181075,chr5,-,115271945,115273477,115272447,115273454,2610524H06Rik,23,420,502,945,False
NM_015816,chr8,+,73197129,73202651,73197353,73202350,Lsm4,224,417,301,942,False
NM_010239,chr19,+,10057135,10059601,10057359,10059432,Fth1,224,549,169,942,False
NM_001042580,chr10,+,128345974,128349874,128347461,128349796,Cd63,145,717,78,940,False
NM_023402,chr17,-,71323302,71339856,71323663,71326571,Myl12b,59,519,361,939,False
NM_025544,chr4,+,125724171,125732780,125724313,125732761,Mrps15,142,777,19,938,False
NM_009750,chrX,+,132804791,132806517,132805829,132806204,Bex3,250,375,313,938,False
NM_025538,chr17,+,57136761,57138759,57136786,57138515,Alkbh7,25,666,244,935,False
NM_025313,chr10,+,79605059,79608563,79605210,79608290,Atp5d,151,507,273,931,False
NM_027263,chr4,-,148502457,148511709,148502881,148511632,Cenps,77,429,424,930,False
NM_174993,chrX,+,66015013,66057735,66015108,66057617,Fmr1nb,95,717,118,930,False
NM_019877,chr11,+,96711189,96722516,96711208,96722224,Copz2,19,618,292,929,False
NM_001177416,chr7,+,6204311,6233463,6204409,6233097,Epp13,98,464,366,928,False
NM_026885,chr7,-,13617354,13620126,13617423,13619345,Chmp2a,189,669,69,927,False
NM_026347,chr12,+,21322252,21329468,21322292,21329332,Iah1,40,750,136,926,False
NM_026411,chr10,-,43244924,43260824,43245034,43252951,Mtres1,91,723,110,924,False
NM_019735,chr2,+,102913831,102932806,102913944,102932721,Apip,113,726,85,924,False
NM_019718,chr19,-,46605598,46647672,46605828,46647532,Arl3,140,549,230,919,False
NM_008889,chr19,+,7049537,7051814,7049738,7051540,Ppp1r14b,201,444,274,919,False
NM_145410,chr17,-,25927444,25929339,25927492,25929159,Antkmt,180,690,48,918,False
NM_026892,chr9,+,120401723,120404445,120401928,120404075,Eif1b,205,342,370,917,False
NM_023260,chr17,+,25032064,25033234,25032112,25033025,Mrps34,48,657,209,914,False
NM_009940,chr7,-,125668575,125676870,125668730,125676765,Coq7,105,654,155,914,False
NM_080837,chr17,-,56315963,56323343,56316346,56323314,Mydgf,29,501,383,913,False
NM_178595,chr2,+,32631340,32633113,32631349,32632824,Ptrh1,9,615,289,913,False
NM_026122,chr9,-,83003548,83040214,83003997,83040052,Hmgn3,162,300,449,911,False
NM_016763,chrX,+,148436438,148438985,148436450,148438872,Hsd17b10,12,786,113,911,False
NM_026964,chr8,-,73392125,73397389,73392339,73393962,Ccdc124,43,654,214,911,False
NM_026373,chr19,+,4097350,4099017,4097425,4098565,Cdk2ap2,75,384,452,911,False
NM_024166,chr5,-,130357031,130363340,130357256,130363117,Chchd2,223,462,225,910,False
NM_019435,chrX,-,20192451,20194745,20192544,20194386,Ndufb11,359,456,93,908,False
NM_025397,chr11,+,70265419,70267234,70265480,70266741,Med11,61,354,493,908,False
NR_033602,chr10,+,74814799,74815706,74815706,74815706,Gm5779,0,0,907,907,True
NM_144897,chr3,-,87860444,87862417,87860495,87862412,Naxe,5,849,51,905,False
NM_025526,chr5,+,114222809,114228297,114222836,114227927,Iscu,27,507,370,904,False
NM_027221,chr5,+,31554078,31555570,31554159,31555375,Krtcap3,81,723,100,904,False
NM_026695,chr7,+,50699441,50713170,50699517,50713110,Etfb,76,768,60,904,False
NM_013560,chr5,+,136363788,136365433,136363928,136365300,Hspb1,140,630,133,903,False
NM_013548,chr13,+,23635920,23636823,23636353,23636764,H3c7,433,411,59,903,False
NM_020569,chr4,-,150271241,150284030,150271419,150282516,Park7,155,570,178,903,False
NM_053163,chr13,+,73468456,73469626,73468820,73469129,Mrpl36,96,309,497,902,False
NM_009749,chrX,-,132601103,132602775,132601351,132601741,Bex2,264,390,248,902,False
NR_033780,chr11,+,63892985,63896761,63896761,63896761,2810001G20Rik,0,0,901,901,True
NM_019824,chr5,+,122841886,122856190,122842000,122855940,Arpc3,114,537,250,901,False
NM_133976,chr9,+,56785306,56786205,56785313,56785868,Imp3,7,555,337,899,False
NM_026760,chr8,+,87550731,87554190,87550797,87553881,Trir,66,522,309,897,False
NM_028607,chr19,-,44213736,44220936,44214171,44220906,Bloc1s2,30,432,435,897,False
NM_011190,chr14,-,56206276,56209858,56206321,56209726,Psme2,132,720,45,897,False
NM_001039519,chr9,+,69860354,69870673,69863145,69870269,Gtf2a2,161,330,404,895,False
NM_029821,chr7,+,148021177,148023870,148021519,148023674,Urah,342,357,196,895,False
NM_025598,chr2,+,180921951,180923209,180922386,180923004,Ppdpf,340,348,205,893,False
NR_028520,chr12,+,77545483,77549685,77549685,77549685,Gm10451,0,0,893,893,True
NM_007792,chr10,+,110357231,110376570,110369011,110376343,Csrp2,80,582,227,889,False
NM_001110152,chr2,+,170336729,170344570,170336945,170344304,Pfdn4,216,405,266,887,False
NM_010792,chr10,+,126478987,126482517,126479034,126482484,Mettl1,47,807,33,887,False
NM_001177601,chr11,-,70048705,70051416,70048905,70051306,0610010K14Rik,110,576,200,886,False
NM_027532,chr7,+,109044844,109048059,109046308,109047755,Anapc15,182,399,304,885,False
NM_025396,chr8,+,74116082,74120166,74116115,74120090,Pgls,33,774,76,883,False
NM_026774,chr3,+,107081775,107086999,107081834,107086613,Lamtor5,59,438,386,883,False
NM_023894,chrX,-,35252273,35254947,35252380,35254856,Rhox9,91,684,107,882,False
NM_026630,chr2,-,162912766,162915337,162912841,162913297,Gtsf1l,349,456,75,880,False
NM_010858,chr11,+,104411976,104448529,104438765,104447069,Myl4,150,582,147,879,False
NM_010787,chr17,+,46818069,46820075,46818576,46819819,Mea1,96,525,256,877,False
NM_001081108,chr5,+,138696709,138700623,138697028,138700365,Lamtor4,319,300,258,877,False
NM_010261,chr7,-,25754768,25757747,25754939,25757601,Rabac1,146,558,171,875,False
NM_026418,chr7,-,135517138,135561686,135517409,135561628,Rgs10,58,546,271,875,False
NM_001033132,chr14,-,102032982,102039688,102033558,102039653,Commd6,35,264,576,875,False
NM_030597,chr17,+,35119074,35122838,35119201,35122487,Lsm2,127,396,351,874,False
NM_029797,chr3,-,83891855,83959708,83891989,83959586,Mnd1,122,618,134,874,False
NM_029017,chr3,-,32626418,32635677,32626515,32635661,Mrpl47,16,759,97,872,False
NM_007837,chr10,+,126727848,126733344,126732396,126733147,Ddit3,167,507,197,871,False
NM_025604,chr5,-,140299566,140302848,140299874,140302297,Psmg3,194,369,308,871,False
NM_027212,chr15,+,52543999,52561986,52544064,52561717,Med30,65,537,269,871,False
NM_011186,chr14,-,55232956,55236832,55233028,55236828,Psmb5,4,795,72,871,False
NM_011072,chr11,-,70465348,70468152,70465625,70467982,Pfn1,170,423,277,870,False
NM_008776,chr7,-,26080067,26082974,26080107,26082471,Pafah1b3,131,699,40,870,False
NM_019722,chr19,-,6134388,6141137,6134666,6141101,Arl2,36,555,278,869,False
NM_007527,chr7,-,52717064,52722268,52717231,52722145,Bax,123,579,167,869,False
NM_028863,chr12,+,86114219,86116039,86114250,86115667,Isca2,31,465,372,868,False
NM_001039244,chr13,+,120276892,120284312,120281510,120284277,Tmem267,185,648,35,868,False
NM_029103,chr9,-,106791083,106794269,106791371,106794229,Manf,40,540,288,868,False
NM_026329,chr19,-,8867618,8873047,8867880,8872960,Polr2g,87,519,262,868,False
NM_009052,chrX,-,132748510,132750052,132748730,132749117,Bex1,259,387,220,866,False
NM_009698,chr8,-,125098536,125100807,125098784,125100732,Aprt,75,543,248,866,False
NM_026768,chr17,+,46247952,46265857,46247966,46265598,Mrps18a,14,591,259,864,False
NM_019731,chr17,-,26228689,26232415,26228973,26232397,Nme4,18,561,284,863,False
NM_008723,chr19,-,45822223,45824055,45822660,45824046,Npm3,9,528,325,862,False
NM_138596,chr13,+,69948759,69954972,69948808,69954567,Med10,49,408,405,862,False
NM_010073,chr2,+,32426377,32429091,32426429,32428537,Dpm2,52,255,554,861,False
NM_009735,chr2,+,121973422,121978818,121973473,121977396,B2m,51,360,447,858,False
NM_026526,chr14,-,58168431,58190419,58168579,58184902,Eef1akmt1,59,645,148,852,False
NM_011239,chr16,-,18240071,18248787,18240179,18248655,Ranbp1,132,612,108,852,False
NM_001177470,chr17,-,45737915,45738864,45738365,45738789,Mymx,75,327,450,852,False
NM_053068,chr15,+,72920841,72924505,72920866,72924069,Chrac1,25,390,436,851,False
NM_025539,chr4,+,41412180,41427959,41424553,41427595,Nudt2,40,444,364,848,False
NM_028659,chr7,-,29756390,29766907,29756425,29766751,Eif3k,156,657,35,848,False
NM_028626,chr7,+,71537507,71557007,71537683,71556873,Mcee,176,537,134,847,False
NM_011970,chr4,+,126354886,126386959,126354998,126386830,Psmb2,112,606,129,847,False
NM_026612,chr6,+,39542563,39549842,39542613,39548339,Ndufb2,50,318,477,845,False
NM_008598,chr7,+,144086268,144319871,144142962,144319777,Mgmt,114,636,94,844,False
NM_025859,chr10,+,88194158,88205947,88194305,88205798,Arl1,147,546,149,842,False
NM_212457,chrX,+,132673534,132674982,132674398,132674755,Bex4,253,357,227,837,False
NM_025797,chr18,+,85020729,85049263,85020870,85048976,Cyb5a,141,405,287,833,False
NM_021329,chr11,-,68785985,68787357,68786122,68787220,Rangrf,137,558,137,832,False
NM_001160356,chr19,-,8954503,8955423,8954956,8955315,Uqcc3,108,270,453,831,False
NR_027924,chrX,-,6988942,7000114,7000114,7000114,2010204K13Rik,0,0,826,826,True
NM_025417,chr9,-,57002847,57006106,57003046,57006081,Commd4,25,600,199,824,False
NR_029471,chr11,-,6072510,6073334,6073334,6073334,Rps15a-ps6,0,0,824,824,True
NM_028312,chr9,+,110559006,110614097,110559066,110613837,Ccdc12,60,501,260,821,False
NM_139218,chr6,+,122576441,122580289,122576540,122580023,Dppa3,99,453,266,818,False
NM_144514,chr11,-,22799727,22882284,22799949,22882255,Commd1,29,567,222,818,False
NM_013717,chr11,+,61318645,61326433,61318710,61326296,B9d1,65,615,137,817,False
NM_001037913,chr4,+,43506236,43508793,43506302,43508774,Ccdc107,66,729,19,814,False
NM_026686,chr17,+,26012444,26014108,26012474,26013942,Mettl26,30,615,166,811,False
NM_028440,chr10,-,17731066,17743058,17731437,17738705,Abracl,192,246,371,809,False
